country,year,sex,suicides_no,suicides/100k,generation
Puerto Rico,1989,female,1,0.29,Generation X
Puerto Rico,1989,male,1,0.28,Generation X
Puerto Rico,1990,male,32,60.38,G.I. Generation
Puerto Rico,1990,male,79,40.72,G.I. Generation
Puerto Rico,1990,male,115,32.03,Silent
Puerto Rico,1990,male,71,25.09,Boomers
Puerto Rico,1990,male,34,10.4,Generation X
Puerto Rico,1990,female,10,4.33,G.I. Generation
Puerto Rico,1990,female,13,3.13,Silent
Puerto Rico,1990,female,9,3.01,Boomers
Puerto Rico,1990,female,5,1.58,Generation X
Puerto Rico,1990,male,2,0.6,Generation X
Puerto Rico,1990,female,1,0.31,Generation X
Puerto Rico,1990,female,0,0,G.I. Generation
Puerto Rico,1991,male,43,75.17,G.I. Generation
Puerto Rico,1991,male,68,34.87,Silent
Puerto Rico,1991,male,121,33.24,Boomers
Puerto Rico,1991,male,47,16.1,Boomers
Puerto Rico,1991,male,39,11.96,Generation X
Puerto Rico,1991,female,17,4.01,Boomers
Puerto Rico,1991,female,8,3.4,Silent
Puerto Rico,1991,female,2,2.82,G.I. Generation
Puerto Rico,1991,female,7,2.3,Boomers
Puerto Rico,1991,female,2,0.64,Generation X
Puerto Rico,1991,male,1,0.3,Millenials
Puerto Rico,1991,female,0,0,Millenials
Puerto Rico,1992,male,23,34.8,G.I. Generation
Puerto Rico,1992,male,66,29.81,Silent
Puerto Rico,1992,male,98,24.68,Boomers
Puerto Rico,1992,male,61,24.03,Boomers
Puerto Rico,1992,male,31,9.75,Generation X
Puerto Rico,1992,female,10,3.86,Silent
Puerto Rico,1992,female,15,3.3,Boomers
Puerto Rico,1992,female,2,2.42,G.I. Generation
Puerto Rico,1992,female,5,1.59,Generation X
Puerto Rico,1992,female,3,1.07,Boomers
Puerto Rico,1992,female,0,0,Millenials
Puerto Rico,1992,male,0,0,Millenials
Puerto Rico,1993,male,34,49.32,G.I. Generation
Puerto Rico,1993,male,116,28.42,Boomers
Puerto Rico,1993,male,69,27.53,Boomers
Puerto Rico,1993,male,59,25.7,Silent
Puerto Rico,1993,male,33,10.56,Generation X
Puerto Rico,1993,female,16,3.42,Boomers
Puerto Rico,1993,female,7,2.61,Silent
Puerto Rico,1993,female,6,1.93,Generation X
Puerto Rico,1993,female,4,1.44,Boomers
Puerto Rico,1993,female,1,0.32,Millenials
Puerto Rico,1993,female,0,0,G.I. Generation
Puerto Rico,1993,male,0,0,Millenials
Puerto Rico,1994,male,28,39.99,G.I. Generation
Puerto Rico,1994,male,119,28.57,Boomers
Puerto Rico,1994,male,65,27.6,Silent
Puerto Rico,1994,male,68,27.26,Boomers
Puerto Rico,1994,male,35,11.08,Generation X
Puerto Rico,1994,female,18,3.76,Boomers
Puerto Rico,1994,female,2,2.23,G.I. Generation
Puerto Rico,1994,female,6,2.17,Silent
Puerto Rico,1994,female,5,1.6,Generation X
Puerto Rico,1994,male,5,1.57,Millenials
Puerto Rico,1994,female,4,1.45,Boomers
Puerto Rico,1994,female,0,0,Millenials
Puerto Rico,1995,male,26,36.53,G.I. Generation
Puerto Rico,1995,male,94,22.15,Boomers
Puerto Rico,1995,male,50,20.16,Generation X
Puerto Rico,1995,male,47,19.4,Silent
Puerto Rico,1995,male,38,11.91,Generation X
Puerto Rico,1995,female,10,3.51,Silent
Puerto Rico,1995,female,13,2.66,Boomers
Puerto Rico,1995,female,6,2.2,Generation X
Puerto Rico,1995,female,4,1.27,Generation X
Puerto Rico,1995,female,1,1.08,G.I. Generation
Puerto Rico,1995,female,0,0,Millenials
Puerto Rico,1995,male,0,0,Millenials
Puerto Rico,1996,male,31,42.22,G.I. Generation
Puerto Rico,1996,male,113,26.28,Boomers
Puerto Rico,1996,male,62,24.7,Generation X
Puerto Rico,1996,male,55,22.28,Silent
Puerto Rico,1996,male,35,11.02,Generation X
Puerto Rico,1996,female,4,4.18,G.I. Generation
Puerto Rico,1996,female,8,2.55,Generation X
Puerto Rico,1996,female,7,2.41,Silent
Puerto Rico,1996,female,10,2.02,Boomers
Puerto Rico,1996,female,5,1.83,Generation X
Puerto Rico,1996,male,1,0.32,Millenials
Puerto Rico,1996,female,0,0,Millenials
Puerto Rico,1997,male,107,24.53,Boomers
Puerto Rico,1997,male,57,22.61,Silent
Puerto Rico,1997,male,16,21.16,G.I. Generation
Puerto Rico,1997,male,36,14.16,Generation X
Puerto Rico,1997,male,37,11.74,Generation X
Puerto Rico,1997,female,12,2.38,Boomers
Puerto Rico,1997,female,5,1.68,Silent
Puerto Rico,1997,female,1,0.36,Generation X
Puerto Rico,1997,male,1,0.32,Millenials
Puerto Rico,1997,female,1,0.32,Generation X
Puerto Rico,1997,female,0,0,Millenials
Puerto Rico,1997,female,0,0,G.I. Generation
Puerto Rico,1998,male,32,41.26,G.I. Generation
Puerto Rico,1998,male,103,23.26,Boomers
Puerto Rico,1998,male,55,21.4,Generation X
Puerto Rico,1998,male,55,21.34,Silent
Puerto Rico,1998,male,42,13.43,Generation X
Puerto Rico,1998,female,8,2.62,Silent
Puerto Rico,1998,female,8,2.58,Generation X
Puerto Rico,1998,female,11,2.15,Boomers
Puerto Rico,1998,female,3,1.09,Generation X
Puerto Rico,1998,female,1,0.98,G.I. Generation
Puerto Rico,1998,male,3,0.96,Millenials
Puerto Rico,1998,female,0,0,Millenials
Puerto Rico,1999,male,29,36.68,G.I. Generation
Puerto Rico,1999,male,103,22.96,Boomers
Puerto Rico,1999,male,54,20.47,Silent
Puerto Rico,1999,male,48,18.56,Generation X
Puerto Rico,1999,male,22,7.09,Generation X
Puerto Rico,1999,female,11,3.52,Silent
Puerto Rico,1999,female,3,2.84,G.I. Generation
Puerto Rico,1999,female,5,1.81,Generation X
Puerto Rico,1999,female,9,1.74,Boomers
Puerto Rico,1999,female,2,0.67,Millenials
Puerto Rico,1999,female,2,0.65,Generation X
Puerto Rico,1999,male,1,0.32,Millenials
Puerto Rico,2000,male,127,28.04,Boomers
Puerto Rico,2000,male,19,23.73,G.I. Generation
Puerto Rico,2000,male,57,21.1,Silent
Puerto Rico,2000,male,43,16.61,Generation X
Puerto Rico,2000,male,32,10.39,Generation X
Puerto Rico,2000,female,8,2.91,Generation X
Puerto Rico,2000,female,7,2.18,Silent
Puerto Rico,2000,female,9,1.72,Boomers
Puerto Rico,2000,female,1,0.92,G.I. Generation
Puerto Rico,2000,female,2,0.66,Generation X
Puerto Rico,2000,female,0,0,Millenials
Puerto Rico,2000,male,0,0,Millenials
Puerto Rico,2001,male,20,24.54,Silent
Puerto Rico,2001,male,61,22.24,Silent
Puerto Rico,2001,male,93,20.55,Boomers
Puerto Rico,2001,male,41,15.74,Generation X
Puerto Rico,2001,male,38,12.39,Millenials
Puerto Rico,2001,female,15,2.87,Boomers
Puerto Rico,2001,female,3,2.69,Silent
Puerto Rico,2001,female,8,2.45,Silent
Puerto Rico,2001,female,4,1.45,Generation X
Puerto Rico,2001,female,4,1.32,Millenials
Puerto Rico,2001,male,2,0.65,Millenials
Puerto Rico,2001,female,0,0,Millenials
Puerto Rico,2002,male,22,26.7,Silent
Puerto Rico,2002,male,80,17.73,Boomers
Puerto Rico,2002,male,47,16.91,Silent
Puerto Rico,2002,male,37,14.15,Generation X
Puerto Rico,2002,male,16,5.25,Millenials
Puerto Rico,2002,female,9,3.26,Generation X
Puerto Rico,2002,female,10,3.02,Silent
Puerto Rico,2002,female,14,2.69,Boomers
Puerto Rico,2002,female,1,0.87,Silent
Puerto Rico,2002,female,2,0.67,Millenials
Puerto Rico,2002,female,1,0.34,Millenials
Puerto Rico,2002,male,0,0,Millenials
Puerto Rico,2003,male,23,27.75,Silent
Puerto Rico,2003,male,102,22.66,Boomers
Puerto Rico,2003,male,51,18.16,Silent
Puerto Rico,2003,male,34,11.24,Millenials
Puerto Rico,2003,male,29,11.07,Generation X
Puerto Rico,2003,female,11,2.12,Boomers
Puerto Rico,2003,female,5,1.68,Millenials
Puerto Rico,2003,female,3,1.09,Generation X
Puerto Rico,2003,female,3,0.89,Silent
Puerto Rico,2003,male,1,0.33,Millenials
Puerto Rico,2003,female,0,0,Millenials
Puerto Rico,2003,female,0,0,Silent
Puerto Rico,2004,male,28,33.73,Silent
Puerto Rico,2004,male,101,22.46,Boomers
Puerto Rico,2004,male,49,18.71,Generation X
Puerto Rico,2004,male,52,18.38,Silent
Puerto Rico,2004,male,25,8.31,Millenials
Puerto Rico,2004,female,6,2.19,Generation X
Puerto Rico,2004,female,6,1.77,Silent
Puerto Rico,2004,female,8,1.54,Boomers
Puerto Rico,2004,female,1,0.84,Silent
Puerto Rico,2004,female,1,0.35,Millenials
Puerto Rico,2004,female,1,0.34,Millenials
Puerto Rico,2004,male,1,0.33,Millenials
Puerto Rico,2005,male,20,24.14,Silent
Puerto Rico,2005,male,61,21.42,Silent
Puerto Rico,2005,male,96,21.34,Boomers
Puerto Rico,2005,male,39,14.92,Generation X
Puerto Rico,2005,male,29,9.67,Millenials
Puerto Rico,2005,female,13,3.79,Silent
Puerto Rico,2005,female,16,3.09,Boomers
Puerto Rico,2005,female,3,2.49,Silent
Puerto Rico,2005,female,6,2.21,Generation X
Puerto Rico,2005,male,3,1.02,Millenials
Puerto Rico,2005,female,3,1.02,Millenials
Puerto Rico,2005,female,0,0,Millenials
Puerto Rico,2006,male,18,21.41,Silent
Puerto Rico,2006,male,61,21.24,Silent
Puerto Rico,2006,male,90,20.04,Boomers
Puerto Rico,2006,male,36,13.71,Generation X
Puerto Rico,2006,male,38,12.8,Millenials
Puerto Rico,2006,female,12,2.33,Boomers
Puerto Rico,2006,female,4,1.37,Millenials
Puerto Rico,2006,female,3,0.86,Silent
Puerto Rico,2006,female,1,0.81,Silent
Puerto Rico,2006,female,2,0.73,Generation X
Puerto Rico,2006,female,0,0,Millenials
Puerto Rico,2006,male,0,0,Millenials
Puerto Rico,2007,male,96,21.39,Boomers
Puerto Rico,2007,male,52,19.73,Generation X
Puerto Rico,2007,male,14,16.48,Silent
Puerto Rico,2007,male,47,16.23,Silent
Puerto Rico,2007,male,16,5.43,Millenials
Puerto Rico,2007,female,14,3.99,Silent
Puerto Rico,2007,female,15,2.92,Boomers
Puerto Rico,2007,female,6,2.2,Generation X
Puerto Rico,2007,female,6,2.07,Millenials
Puerto Rico,2007,female,2,1.6,Silent
Puerto Rico,2007,male,3,1.04,Generation Z
Puerto Rico,2007,female,0,0,Generation Z
Puerto Rico,2008,male,22,25.73,Silent
Puerto Rico,2008,male,107,23.79,Boomers
Puerto Rico,2008,male,65,22.31,Silent
Puerto Rico,2008,male,37,14.02,Generation X
Puerto Rico,2008,male,21,7.17,Millenials
Puerto Rico,2008,female,18,5.07,Silent
Puerto Rico,2008,female,16,3.12,Boomers
Puerto Rico,2008,female,6,2.2,Generation X
Puerto Rico,2008,female,5,1.74,Millenials
Puerto Rico,2008,female,2,1.58,Silent
Puerto Rico,2008,male,1,0.35,Generation Z
Puerto Rico,2008,female,0,0,Generation Z
Puerto Rico,2009,male,31,36.15,Silent
Puerto Rico,2009,male,82,27.99,Silent
Puerto Rico,2009,male,111,24.56,Boomers
Puerto Rico,2009,male,51,19.34,Generation X
Puerto Rico,2009,male,25,8.57,Millenials
Puerto Rico,2009,female,7,2.58,Generation X
Puerto Rico,2009,female,12,2.34,Boomers
Puerto Rico,2009,female,7,1.96,Silent
Puerto Rico,2009,female,3,1.05,Millenials
Puerto Rico,2009,male,1,0.36,Generation Z
Puerto Rico,2009,female,0,0,Generation Z
Puerto Rico,2009,female,0,0,Silent
Puerto Rico,2010,male,24,28,Silent
Puerto Rico,2010,male,100,22,Generation X
Puerto Rico,2010,male,60,20.34,Silent
Puerto Rico,2010,male,39,14.85,Generation X
Puerto Rico,2010,male,18,6.18,Millenials
Puerto Rico,2010,female,15,4.15,Silent
Puerto Rico,2010,female,20,3.89,Generation X
Puerto Rico,2010,female,2,1.55,Silent
Puerto Rico,2010,female,4,1.48,Generation X
Puerto Rico,2010,female,4,1.4,Millenials
Puerto Rico,2010,female,0,0,Generation Z
Puerto Rico,2010,male,0,0,Generation Z
Puerto Rico,2011,male,60,20.13,Boomers
Puerto Rico,2011,male,17,19.54,Silent
Puerto Rico,2011,male,80,17.58,Generation X
Puerto Rico,2011,male,42,15.98,Millenials
Puerto Rico,2011,male,16,5.53,Millenials
Puerto Rico,2011,female,22,4.29,Generation X
Puerto Rico,2011,female,7,2.6,Millenials
Puerto Rico,2011,female,7,1.91,Boomers
Puerto Rico,2011,female,3,1.06,Millenials
Puerto Rico,2011,female,2,0.8,Generation Z
Puerto Rico,2011,female,1,0.76,Silent
Puerto Rico,2011,male,1,0.37,Generation Z
Puerto Rico,2012,male,60,19.87,Boomers
Puerto Rico,2012,male,17,19.3,Silent
Puerto Rico,2012,male,71,15.57,Generation X
Puerto Rico,2012,male,30,10.44,Millenials
Puerto Rico,2012,male,24,9.14,Millenials
Puerto Rico,2012,female,18,4.85,Boomers
Puerto Rico,2012,female,16,3.12,Generation X
Puerto Rico,2012,female,7,2.61,Millenials
Puerto Rico,2012,male,2,0.75,Generation Z
Puerto Rico,2012,female,1,0.74,Silent
Puerto Rico,2012,female,2,0.71,Millenials
Puerto Rico,2012,female,0,0,Generation Z
Puerto Rico,2013,male,26,29.22,Silent
Puerto Rico,2013,male,62,20.28,Boomers
Puerto Rico,2013,male,75,16.37,Generation X
Puerto Rico,2013,male,21,8.02,Millenials
Puerto Rico,2013,male,19,6.65,Millenials
Puerto Rico,2013,female,18,3.51,Generation X
Puerto Rico,2013,female,7,2.62,Millenials
Puerto Rico,2013,female,9,2.4,Boomers
Puerto Rico,2013,female,2,0.72,Millenials
Puerto Rico,2013,female,1,0.42,Generation Z
Puerto Rico,2013,male,1,0.38,Generation Z
Puerto Rico,2013,female,0,0,Silent
Puerto Rico,2014,male,75,24.24,Boomers
Puerto Rico,2014,male,15,16.71,Silent
Puerto Rico,2014,male,56,12.16,Generation X
Puerto Rico,2014,male,20,7.67,Millenials
Puerto Rico,2014,male,20,7.03,Millenials
Puerto Rico,2014,female,15,2.92,Generation X
Puerto Rico,2014,female,10,2.63,Boomers
Puerto Rico,2014,female,4,1.51,Millenials
Puerto Rico,2014,male,2,0.78,Generation Z
Puerto Rico,2014,female,2,0.73,Millenials
Puerto Rico,2014,female,1,0.71,Silent
Puerto Rico,2014,female,0,0,Generation Z
Puerto Rico,2015,male,25,27.66,Silent
Puerto Rico,2015,male,66,21.09,Boomers
Puerto Rico,2015,male,74,15.97,Generation X
Puerto Rico,2015,male,26,10,Millenials
Puerto Rico,2015,male,9,3.18,Millenials
Puerto Rico,2015,female,10,2.6,Boomers
Puerto Rico,2015,female,5,1.89,Millenials
Puerto Rico,2015,female,7,1.36,Generation X
Puerto Rico,2015,female,2,0.73,Millenials
Puerto Rico,2015,female,1,0.7,Silent
Puerto Rico,2015,male,1,0.4,Generation Z
Puerto Rico,2015,female,0,0,Generation Z
Qatar,1995,female,0,0,Generation X
Qatar,1995,female,0,0,Generation X
Qatar,1995,female,0,0,Boomers
Qatar,1995,female,0,0,Millenials
Qatar,1995,female,0,0,Silent
Qatar,1995,female,0,0,G.I. Generation
Qatar,1995,male,0,0,Generation X
Qatar,1995,male,0,0,Generation X
Qatar,1995,male,0,0,Boomers
Qatar,1995,male,0,0,Millenials
Qatar,1995,male,0,0,Silent
Qatar,1995,male,0,0,G.I. Generation
Qatar,2001,female,4,7.79,Boomers
Qatar,2001,male,11,7.76,Boomers
Qatar,2001,male,5,5.03,Generation X
Qatar,2001,male,2,4.14,Millenials
Qatar,2001,female,1,2.58,Generation X
Qatar,2001,female,0,0,Millenials
Qatar,2001,female,0,0,Millenials
Qatar,2001,female,0,0,Silent
Qatar,2001,female,0,0,Silent
Qatar,2001,male,0,0,Millenials
Qatar,2001,male,0,0,Silent
Qatar,2001,male,0,0,Silent
Qatar,2004,male,14,7.36,Boomers
Qatar,2004,male,4,3.14,Generation X
Qatar,2004,male,2,2.94,Millenials
Qatar,2004,female,1,1.81,Generation X
Qatar,2004,female,0,0,Millenials
Qatar,2004,female,0,0,Boomers
Qatar,2004,female,0,0,Millenials
Qatar,2004,female,0,0,Silent
Qatar,2004,female,0,0,Silent
Qatar,2004,male,0,0,Millenials
Qatar,2004,male,0,0,Silent
Qatar,2004,male,0,0,Silent
Qatar,2005,male,7,9.56,Millenials
Qatar,2005,male,5,3.25,Generation X
Qatar,2005,male,1,3.05,Silent
Qatar,2005,female,1,1.61,Generation X
Qatar,2005,male,3,1.33,Boomers
Qatar,2005,female,0,0,Millenials
Qatar,2005,female,0,0,Boomers
Qatar,2005,female,0,0,Millenials
Qatar,2005,female,0,0,Silent
Qatar,2005,female,0,0,Silent
Qatar,2005,male,0,0,Millenials
Qatar,2005,male,0,0,Silent
Qatar,2006,male,1,66.18,Silent
Qatar,2006,male,13,5.14,Boomers
Qatar,2006,female,2,3.64,Millenials
Qatar,2006,male,7,3.49,Generation X
Qatar,2006,male,1,2.95,Silent
Qatar,2006,female,2,2.93,Generation X
Qatar,2006,male,2,1.67,Millenials
Qatar,2006,female,1,1.3,Boomers
Qatar,2006,female,0,0,Millenials
Qatar,2006,female,0,0,Silent
Qatar,2006,female,0,0,Silent
Qatar,2006,male,0,0,Millenials
Qatar,2007,male,3,8.14,Silent
Qatar,2007,male,13,5.01,Generation X
Qatar,2007,male,14,4.64,Boomers
Qatar,2007,male,6,3.78,Millenials
Qatar,2007,female,2,2.61,Generation X
Qatar,2007,male,1,1.63,Generation Z
Qatar,2007,female,1,1.62,Millenials
Qatar,2007,female,1,1.18,Boomers
Qatar,2007,female,0,0,Generation Z
Qatar,2007,female,0,0,Silent
Qatar,2007,female,0,0,Silent
Qatar,2007,male,0,0,Silent
Qatar,2008,male,17,4.63,Boomers
Qatar,2008,male,12,3.65,Generation X
Qatar,2008,male,1,2.45,Silent
Qatar,2008,female,2,2.28,Generation X
Qatar,2008,male,1,0.54,Millenials
Qatar,2008,female,0,0,Millenials
Qatar,2008,female,0,0,Boomers
Qatar,2008,female,0,0,Generation Z
Qatar,2008,female,0,0,Silent
Qatar,2008,female,0,0,Silent
Qatar,2008,male,0,0,Generation Z
Qatar,2008,male,0,0,Silent
Qatar,2009,male,2,4.44,Silent
Qatar,2009,male,8,4.12,Millenials
Qatar,2009,male,16,4,Generation X
Qatar,2009,male,15,3.39,Boomers
Qatar,2009,female,2,2.95,Millenials
Qatar,2009,female,1,1,Generation X
Qatar,2009,female,0,0,Boomers
Qatar,2009,female,0,0,Generation Z
Qatar,2009,female,0,0,Silent
Qatar,2009,female,0,0,Silent
Qatar,2009,male,0,0,Generation Z
Qatar,2009,male,0,0,Silent
Qatar,2010,male,20,4.29,Generation X
Qatar,2010,male,8,4.22,Millenials
Qatar,2010,male,18,3.44,Generation X
Qatar,2010,female,1,0.88,Generation X
Qatar,2010,female,0,0,Millenials
Qatar,2010,female,0,0,Generation X
Qatar,2010,female,0,0,Generation Z
Qatar,2010,female,0,0,Silent
Qatar,2010,female,0,0,Silent
Qatar,2010,male,0,0,Generation Z
Qatar,2010,male,0,0,Silent
Qatar,2010,male,0,0,Silent
Qatar,2011,male,9,3.87,Millenials
Qatar,2011,male,2,3.51,Boomers
Qatar,2011,male,19,3.4,Generation X
Qatar,2011,male,15,3,Millenials
Qatar,2011,female,2,2.66,Millenials
Qatar,2011,female,2,1.6,Generation X
Qatar,2011,female,1,0.81,Millenials
Qatar,2011,female,0,0,Generation Z
Qatar,2011,female,0,0,Boomers
Qatar,2011,female,0,0,Silent
Qatar,2011,male,0,0,Generation Z
Qatar,2011,male,0,0,Silent
Qatar,2012,male,16,2.98,Millenials
Qatar,2012,female,4,2.97,Generation X
Qatar,2012,male,7,2.63,Millenials
Qatar,2012,male,14,2.39,Generation X
Qatar,2012,male,1,1.55,Boomers
Qatar,2012,female,1,0.75,Millenials
Qatar,2012,female,0,0,Millenials
Qatar,2012,female,0,0,Generation Z
Qatar,2012,female,0,0,Boomers
Qatar,2012,female,0,0,Silent
Qatar,2012,male,0,0,Generation Z
Qatar,2012,male,0,0,Silent
Qatar,2013,male,8,2.81,Millenials
Qatar,2013,male,15,2.58,Millenials
Qatar,2013,male,13,2.14,Generation X
Qatar,2013,female,1,0.7,Millenials
Qatar,2013,female,0,0,Millenials
Qatar,2013,female,0,0,Generation X
Qatar,2013,female,0,0,Generation Z
Qatar,2013,female,0,0,Boomers
Qatar,2013,female,0,0,Silent
Qatar,2013,male,0,0,Generation Z
Qatar,2013,male,0,0,Boomers
Qatar,2013,male,0,0,Silent
Qatar,2014,female,1,4.45,Boomers
Qatar,2014,male,12,4.18,Millenials
Qatar,2014,male,23,3.65,Generation X
Qatar,2014,male,2,2.5,Boomers
Qatar,2014,male,15,2.39,Millenials
Qatar,2014,female,1,1.17,Millenials
Qatar,2014,female,1,0.65,Millenials
Qatar,2014,female,0,0,Generation X
Qatar,2014,female,0,0,Generation Z
Qatar,2014,female,0,0,Silent
Qatar,2014,male,0,0,Generation Z
Qatar,2014,male,0,0,Silent
Qatar,2015,male,13,4.68,Millenials
Qatar,2015,male,23,3.53,Generation X
Qatar,2015,male,20,2.97,Millenials
Qatar,2015,female,5,2.95,Generation X
Qatar,2015,female,2,2.35,Millenials
Qatar,2015,female,2,1.23,Millenials
Qatar,2015,male,1,1.13,Boomers
Qatar,2015,female,0,0,Generation Z
Qatar,2015,female,0,0,Boomers
Qatar,2015,female,0,0,Silent
Qatar,2015,male,0,0,Generation Z
Qatar,2015,male,0,0,Silent
Qatar,2016,male,13,4.43,Millenials
Qatar,2016,male,27,4,Generation X
Qatar,2016,male,21,3.11,Millenials
Qatar,2016,male,2,2.01,Boomers
Qatar,2016,female,3,1.67,Generation X
Qatar,2016,female,2,1.21,Millenials
Qatar,2016,female,0,0,Millenials
Qatar,2016,female,0,0,Boomers
Qatar,2016,female,0,0,Silent
Qatar,2016,male,0,0,Silent
Republic of Korea,1985,male,42,27.13,G.I. Generation
Republic of Korea,1985,male,393,26.23,G.I. Generation
Republic of Korea,1985,male,903,21.07,Silent
Republic of Korea,1985,male,655,18.11,Boomers
Republic of Korea,1985,male,678,15.36,Generation X
Republic of Korea,1985,female,38,10.25,G.I. Generation
Republic of Korea,1985,female,161,8.05,G.I. Generation
Republic of Korea,1985,female,296,7.14,Generation X
Republic of Korea,1985,female,228,6.39,Boomers
Republic of Korea,1985,female,262,6.14,Silent
Republic of Korea,1985,male,20,0.46,Generation X
Republic of Korea,1985,female,13,0.32,Generation X
Republic of Korea,1986,male,59,36.76,G.I. Generation
Republic of Korea,1986,male,377,24.24,G.I. Generation
Republic of Korea,1986,male,827,18.35,Silent
Republic of Korea,1986,male,671,17.51,Boomers
Republic of Korea,1986,male,616,13.69,Generation X
Republic of Korea,1986,female,30,7.94,G.I. Generation
Republic of Korea,1986,female,250,6.84,Boomers
Republic of Korea,1986,female,129,6.32,G.I. Generation
Republic of Korea,1986,female,237,5.58,Generation X
Republic of Korea,1986,female,236,5.46,Silent
Republic of Korea,1986,male,18,0.42,Generation X
Republic of Korea,1986,female,8,0.2,Generation X
Republic of Korea,1987,male,44,26.88,G.I. Generation
Republic of Korea,1987,male,380,23.63,G.I. Generation
Republic of Korea,1987,male,675,16.99,Boomers
Republic of Korea,1987,male,781,16.91,Silent
Republic of Korea,1987,male,493,10.87,Generation X
Republic of Korea,1987,female,30,7.7,G.I. Generation
Republic of Korea,1987,female,152,7.19,G.I. Generation
Republic of Korea,1987,female,254,6.66,Boomers
Republic of Korea,1987,female,229,5.22,Silent
Republic of Korea,1987,female,221,5.18,Generation X
Republic of Korea,1987,male,27,0.63,Generation X
Republic of Korea,1987,female,15,0.38,Generation X
Republic of Korea,1988,male,44,24.58,G.I. Generation
Republic of Korea,1988,male,281,16.68,G.I. Generation
Republic of Korea,1988,male,691,14.71,Silent
Republic of Korea,1988,male,575,13.9,Boomers
Republic of Korea,1988,female,47,11.4,G.I. Generation
Republic of Korea,1988,male,513,11.39,Generation X
Republic of Korea,1988,female,141,6.39,G.I. Generation
Republic of Korea,1988,female,206,5.19,Boomers
Republic of Korea,1988,female,212,4.98,Generation X
Republic of Korea,1988,female,213,4.73,Silent
Republic of Korea,1988,male,14,0.33,Generation X
Republic of Korea,1988,female,12,0.3,Generation X
Republic of Korea,1989,male,59,31.62,G.I. Generation
Republic of Korea,1989,male,314,17.8,G.I. Generation
Republic of Korea,1989,male,693,14.38,Silent
Republic of Korea,1989,male,574,13.54,Boomers
Republic of Korea,1989,female,46,10.7,G.I. Generation
Republic of Korea,1989,male,464,10.31,Generation X
Republic of Korea,1989,female,136,5.91,G.I. Generation
Republic of Korea,1989,female,233,5.73,Boomers
Republic of Korea,1989,female,262,5.67,Silent
Republic of Korea,1989,female,207,4.86,Generation X
Republic of Korea,1989,male,20,0.49,Generation X
Republic of Korea,1989,female,15,0.39,Generation X
Republic of Korea,1990,male,53,27.26,G.I. Generation
Republic of Korea,1990,male,352,18.93,G.I. Generation
Republic of Korea,1990,male,736,14.78,Silent
Republic of Korea,1990,male,550,12.88,Boomers
Republic of Korea,1990,female,52,11.55,G.I. Generation
Republic of Korea,1990,male,480,10.66,Generation X
Republic of Korea,1990,female,269,6.56,Boomers
Republic of Korea,1990,female,153,6.37,G.I. Generation
Republic of Korea,1990,female,232,5.46,Generation X
Republic of Korea,1990,female,242,5.06,Silent
Republic of Korea,1990,male,26,0.65,Generation X
Republic of Korea,1990,female,14,0.37,Generation X
Republic of Korea,1991,male,55,26.99,G.I. Generation
Republic of Korea,1991,male,331,16.98,Silent
Republic of Korea,1991,male,708,13.74,Boomers
Republic of Korea,1991,male,568,13.27,Boomers
Republic of Korea,1991,female,56,11.94,G.I. Generation
Republic of Korea,1991,male,451,10.06,Generation X
Republic of Korea,1991,female,154,6.19,Silent
Republic of Korea,1991,female,247,6,Boomers
Republic of Korea,1991,female,256,5.17,Boomers
Republic of Korea,1991,female,201,4.76,Generation X
Republic of Korea,1991,male,26,0.65,Millenials
Republic of Korea,1991,female,16,0.43,Millenials
Republic of Korea,1992,male,56,26.17,G.I. Generation
Republic of Korea,1992,male,438,21.44,Silent
Republic of Korea,1992,male,823,15.48,Boomers
Republic of Korea,1992,male,644,15,Boomers
Republic of Korea,1992,female,60,12.32,G.I. Generation
Republic of Korea,1992,male,480,10.77,Generation X
Republic of Korea,1992,female,182,7.06,Silent
Republic of Korea,1992,female,267,6.47,Boomers
Republic of Korea,1992,female,312,6.09,Boomers
Republic of Korea,1992,female,222,5.29,Generation X
Republic of Korea,1992,male,26,0.67,Millenials
Republic of Korea,1992,female,23,0.63,Millenials
Republic of Korea,1993,male,91,41.05,G.I. Generation
Republic of Korea,1993,male,524,24.42,Silent
Republic of Korea,1993,male,1040,18.93,Boomers
Republic of Korea,1993,female,91,18.14,G.I. Generation
Republic of Korea,1993,male,646,15,Boomers
Republic of Korea,1993,male,522,11.85,Generation X
Republic of Korea,1993,female,322,7.79,Boomers
Republic of Korea,1993,female,207,7.74,Silent
Republic of Korea,1993,female,381,7.19,Boomers
Republic of Korea,1993,female,253,6.1,Generation X
Republic of Korea,1993,male,25,0.65,Millenials
Republic of Korea,1993,female,22,0.62,Millenials
Republic of Korea,1994,male,105,46.13,G.I. Generation
Republic of Korea,1994,male,546,24.28,Silent
Republic of Korea,1994,female,93,18.15,G.I. Generation
Republic of Korea,1994,male,1025,18.01,Boomers
Republic of Korea,1994,male,681,15.74,Boomers
Republic of Korea,1994,male,479,11,Generation X
Republic of Korea,1994,female,264,9.51,Silent
Republic of Korea,1994,female,337,8.13,Boomers
Republic of Korea,1994,female,383,6.97,Boomers
Republic of Korea,1994,female,243,5.93,Generation X
Republic of Korea,1994,female,30,0.86,Millenials
Republic of Korea,1994,male,26,0.69,Millenials
Republic of Korea,1995,male,126,47.55,G.I. Generation
